GroupID,Date,Category,Total Expense,Group Size,Member Expense Share
1,2024-09,Taxes,1281.52,5,256.3
1,2024-10,Food,2441.14,5,488.23
1,2024-10,Housing,7506.93,5,1501.39
1,2024-10,Utilities,1064.2,5,212.84
1,2024-10,Transportation,712.8,5,142.56
1,2024-10,Entertainment,523.16,5,104.63
1,2024-10,Recurring Payments,1184.11,5,236.82
1,2024-10,Miscellaneous,381.67,5,76.33
1,2024-10,Healthcare,588.09,5,117.62
1,2024-10,Savings,2298.54,5,459.71
1,2024-10,Taxes,1578.54,5,315.71
2,2022-01,Food,5492.25,10,549.23
2,2022-01,Housing,16449.45,10,1644.95
2,2022-01,Utilities,2644.55,10,264.46
2,2022-01,Transportation,1836.36,10,183.64
2,2022-01,Entertainment,1119.58,10,111.96
2,2022-01,Recurring Payments,2548.59,10,254.86
2,2022-01,Miscellaneous,833.46,10,83.35
2,2022-01,Healthcare,1428.08,10,142.81
2,2022-01,Savings,4025.38,10,402.54
2,2022-01,Taxes,3429.76,10,342.98
2,2022-02,Food,5776.06,10,577.61
2,2022-02,Housing,16449.45,10,1644.95
2,2022-02,Utilities,2305.87,10,230.59
2,2022-02,Transportation,1551.82,10,155.18
2,2022-02,Entertainment,1146.15,10,114.62
2,2022-02,Recurring Payments,2548.59,10,254.86
2,2022-02,Miscellaneous,782.84,10,78.28
2,2022-02,Healthcare,1142.1,10,114.21
2,2022-02,Savings,4429.24,10,442.92
2,2022-02,Taxes,2923.28,10,292.33
2,2022-03,Food,4550.15,10,455.01
2,2022-03,Housing,16449.45,10,1644.95
2,2022-03,Utilities,2023.9,10,202.39
2,2022-03,Transportation,1943.94,10,194.39
2,2022-03,Entertainment,1039.68,10,103.97
2,2022-03,Recurring Payments,2548.59,10,254.86
2,2022-03,Miscellaneous,867.14,10,86.71
2,2022-03,Healthcare,1365.83,10,136.58
2,2022-03,Savings,3561.4,10,356.14
2,2022-03,Taxes,2600.97,10,260.1
2,2022-04,Food,5015.98,10,501.6
2,2022-04,Housing,16449.45,10,1644.95
2,2022-04,Utilities,2418.12,10,241.81
2,2022-04,Transportation,1775.53,10,177.55
2,2022-04,Entertainment,979.8,10,97.98
2,2022-04,Recurring Payments,2548.59,10,254.86
2,2022-04,Miscellaneous,658.39,10,65.84
2,2022-04,Healthcare,1288.56,10,128.86
2,2022-04,Savings,4583.49,10,458.35
2,2022-04,Taxes,2603.62,10,260.36
2,2022-05,Food,5007.91,10,500.79
2,2022-05,Housing,16449.45,10,1644.95
2,2022-05,Utilities,2359.44,10,235.94
2,2022-05,Transportation,1436.77,10,143.68
2,2022-05,Entertainment,942.28,10,94.23
2,2022-05,Recurring Payments,2548.59,10,254.86
2,2022-05,Miscellaneous,728.47,10,72.85
2,2022-05,Healthcare,1087.54,10,108.75
2,2022-05,Savings,4256.47,10,425.65
2,2022-05,Taxes,2854.9,10,285.49
2,2022-06,Food,5733.87,10,573.39
2,2022-06,Housing,16449.45,10,1644.95
2,2022-06,Utilities,2409.17,10,240.92
2,2022-06,Transportation,1700.59,10,170.06
2,2022-06,Entertainment,1135.91,10,113.59
2,2022-06,Recurring Payments,2548.59,10,254.86
2,2022-06,Miscellaneous,884.3,10,88.43
2,2022-06,Healthcare,1329.98,10,133
2,2022-06,Savings,3773.02,10,377.3
2,2022-06,Taxes,3056.01,10,305.6
2,2022-07,Food,5872.08,10,587.21
2,2022-07,Housing,16449.45,10,1644.95
2,2022-07,Utilities,2260.51,10,226.05
2,2022-07,Transportation,1556.37,10,155.64
2,2022-07,Entertainment,1032.02,10,103.2
2,2022-07,Recurring Payments,2548.59,10,254.86
2,2022-07,Miscellaneous,697.26,10,69.73
2,2022-07,Healthcare,1346.55,10,134.66
2,2022-07,Savings,4401.86,10,440.19
2,2022-07,Taxes,2855.11,10,285.51
2,2022-08,Food,6191.82,10,619.18
2,2022-08,Housing,16449.45,10,1644.95
2,2022-08,Utilities,2284.01,10,228.4
2,2022-08,Transportation,1917.18,10,191.72
2,2022-08,Entertainment,1141.89,10,114.19
2,2022-08,Recurring Payments,2548.59,10,254.86
2,2022-08,Miscellaneous,862.57,10,86.26
2,2022-08,Healthcare,1295.25,10,129.53
2,2022-08,Savings,4042.08,10,404.21
2,2022-08,Taxes,3186.49,10,318.65
2,2022-09,Food,5259.82,10,525.98
2,2022-09,Housing,16449.45,10,1644.95
2,2022-09,Utilities,1940.48,10,194.05
2,2022-09,Transportation,1646.36,10,164.64
2,2022-09,Entertainment,1087.19,10,108.72
2,2022-09,Recurring Payments,2548.59,10,254.86
2,2022-09,Miscellaneous,799.41,10,79.94
2,2022-09,Healthcare,1146.76,10,114.68
2,2022-09,Savings,4431,10,443.1
2,2022-09,Taxes,3167.11,10,316.71
2,2022-10,Food,5468.84,10,546.88
2,2022-10,Housing,16449.45,10,1644.95
2,2022-10,Utilities,2043.28,10,204.33
2,2022-10,Transportation,1324.64,10,132.46
2,2022-10,Entertainment,1109.66,10,110.97
2,2022-10,Recurring Payments,2548.59,10,254.86
2,2022-10,Miscellaneous,788,10,78.8
2,2022-10,Healthcare,994.97,10,99.5
2,2022-10,Savings,3739.1,10,373.91
2,2022-10,Taxes,2872.89,10,287.29
2,2022-11,Food,4421.59,10,442.16
2,2022-11,Housing,16449.45,10,1644.95
2,2022-11,Utilities,2231.76,10,223.18
2,2022-11,Transportation,1242.4,10,124.24
2,2022-11,Entertainment,1059.17,10,105.92
2,2022-11,Recurring Payments,2548.59,10,254.86
2,2022-11,Miscellaneous,722.34,10,72.23
2,2022-11,Healthcare,1444.48,10,144.45
2,2022-11,Savings,3794.85,10,379.49
2,2022-11,Taxes,2706.3,10,270.63
2,2022-12,Food,4966.13,10,496.61
2,2022-12,Housing,16449.45,10,1644.95
2,2022-12,Utilities,2291.46,10,229.15
2,2022-12,Transportation,1354.81,10,135.48
2,2022-12,Entertainment,1181.11,10,118.11
2,2022-12,Recurring Payments,2548.59,10,254.86
2,2022-12,Miscellaneous,765.39,10,76.54
2,2022-12,Healthcare,1054.57,10,105.46
2,2022-12,Savings,3661.92,10,366.19
2,2022-12,Taxes,2966.77,10,296.68
2,2023-01,Food,6054.94,10,605.49
2,2023-01,Housing,16449.45,10,1644.95
2,2023-01,Utilities,1999.29,10,199.93
2,2023-01,Transportation,1817.77,10,181.78
2,2023-01,Entertainment,972.08,10,97.21
2,2023-01,Recurring Payments,2548.59,10,254.86
2,2023-01,Miscellaneous,782.26,10,78.23
2,2023-01,Healthcare,1111.58,10,111.16
2,2023-01,Savings,4140.48,10,414.05
2,2023-01,Taxes,3048.04,10,304.8
2,2023-02,Food,6563.23,10,656.32
2,2023-02,Housing,16449.45,10,1644.95
2,2023-02,Utilities,2188.73,10,218.87
2,2023-02,Transportation,1822.88,10,182.29
2,2023-02,Entertainment,1235.45,10,123.55
2,2023-02,Recurring Payments,2548.59,10,254.86
2,2023-02,Miscellaneous,690.61,10,69.06
2,2023-02,Healthcare,1220.28,10,122.03
2,2023-02,Savings,4599.04,10,459.9
2,2023-02,Taxes,3039.01,10,303.9
2,2023-03,Food,4932.46,10,493.25
2,2023-03,Housing,16449.45,10,1644.95
2,2023-03,Utilities,2102.69,10,210.27
2,2023-03,Transportation,1682.47,10,168.25
2,2023-03,Entertainment,1146.52,10,114.65
2,2023-03,Recurring Payments,2548.59,10,254.86
2,2023-03,Miscellaneous,742.86,10,74.29
2,2023-03,Healthcare,1214.63,10,121.46
2,2023-03,Savings,3230.25,10,323.02
2,2023-03,Taxes,2901.41,10,290.14
2,2023-04,Food,5559.35,10,555.94
2,2023-04,Housing,16449.45,10,1644.95
2,2023-04,Utilities,2192.3,10,219.23
2,2023-04,Transportation,1288.01,10,128.8
2,2023-04,Entertainment,1163.5,10,116.35
2,2023-04,Recurring Payments,2548.59,10,254.86
2,2023-04,Miscellaneous,803.25,10,80.33
2,2023-04,Healthcare,1173.05,10,117.3
2,2023-04,Savings,4350.52,10,435.05
2,2023-04,Taxes,3345.63,10,334.56
2,2023-05,Food,4353.19,10,435.32
2,2023-05,Housing,16449.45,10,1644.95
2,2023-05,Utilities,2146.45,10,214.64
2,2023-05,Transportation,1265.82,10,126.58
2,2023-05,Entertainment,803.85,10,80.39
2,2023-05,Recurring Payments,2548.59,10,254.86
2,2023-05,Miscellaneous,602.96,10,60.3
2,2023-05,Healthcare,1208.88,10,120.89
2,2023-05,Savings,4108.37,10,410.84
2,2023-05,Taxes,2964.84,10,296.48
2,2023-06,Food,5793.94,10,579.39
2,2023-06,Housing,16449.45,10,1644.95
2,2023-06,Utilities,2603.37,10,260.34
2,2023-06,Transportation,2013.37,10,201.34
2,2023-06,Entertainment,1310.78,10,131.08
2,2023-06,Recurring Payments,2548.59,10,254.86
2,2023-06,Miscellaneous,714.65,10,71.47
2,2023-06,Healthcare,1485.8,10,148.58
2,2023-06,Savings,4377.26,10,437.73
2,2023-06,Taxes,2993.95,10,299.39
2,2023-07,Food,6063.91,10,606.39
2,2023-07,Housing,16449.45,10,1644.95
2,2023-07,Utilities,2157.5,10,215.75
2,2023-07,Transportation,1618.91,10,161.89
2,2023-07,Entertainment,1096.77,10,109.68
2,2023-07,Recurring Payments,2548.59,10,254.86
2,2023-07,Miscellaneous,664.73,10,66.47
2,2023-07,Healthcare,1004.37,10,100.44
2,2023-07,Savings,3282.27,10,328.23
2,2023-07,Taxes,3267.24,10,326.72
2,2023-08,Food,5340.89,10,534.09
2,2023-08,Housing,16449.45,10,1644.95
2,2023-08,Utilities,2199.48,10,219.95
2,2023-08,Transportation,1794.85,10,179.48
2,2023-08,Entertainment,1155.09,10,115.51
2,2023-08,Recurring Payments,2548.59,10,254.86
2,2023-08,Miscellaneous,756.68,10,75.67
2,2023-08,Healthcare,1223.81,10,122.38
2,2023-08,Savings,3501.4,10,350.14
2,2023-08,Taxes,3086.61,10,308.66
2,2023-09,Food,5974.93,10,597.49
2,2023-09,Housing,16449.45,10,1644.95
2,2023-09,Utilities,2029.91,10,202.99
2,2023-09,Transportation,1740.65,10,174.06
2,2023-09,Entertainment,916.35,10,91.64
2,2023-09,Recurring Payments,2548.59,10,254.86
2,2023-09,Miscellaneous,848.43,10,84.84
2,2023-09,Healthcare,1360.54,10,136.05
2,2023-09,Savings,4468.13,10,446.81
2,2023-09,Taxes,3216.78,10,321.68
2,2023-10,Food,4345.17,10,434.52
2,2023-10,Housing,16449.45,10,1644.95
2,2023-10,Utilities,1918.07,10,191.81
2,2023-10,Transportation,1520.44,10,152.04
2,2023-10,Entertainment,1006.82,10,100.68
2,2023-10,Recurring Payments,2548.59,10,254.86
2,2023-10,Miscellaneous,712.1,10,71.21
2,2023-10,Healthcare,1275.91,10,127.59
2,2023-10,Savings,3385.43,10,338.54
2,2023-10,Taxes,2744.17,10,274.42
2,2023-11,Food,5443.38,10,544.34
2,2023-11,Housing,16449.45,10,1644.95
2,2023-11,Utilities,2036.51,10,203.65
2,2023-11,Transportation,1767.77,10,176.78
2,2023-11,Entertainment,1101.18,10,110.12
2,2023-11,Recurring Payments,2548.59,10,254.86
2,2023-11,Miscellaneous,675.81,10,67.58
2,2023-11,Healthcare,1255.85,10,125.58
2,2023-11,Savings,3769.22,10,376.92
2,2023-11,Taxes,2573.78,10,257.38
2,2023-12,Food,5806.12,10,580.61
2,2023-12,Housing,16449.45,10,1644.95
2,2023-12,Utilities,2899.67,10,289.97
2,2023-12,Transportation,1758.5,10,175.85
2,2023-12,Entertainment,1171.52,10,117.15
2,2023-12,Recurring Payments,2548.59,10,254.86
2,2023-12,Miscellaneous,667.27,10,66.73
2,2023-12,Healthcare,1320.12,10,132.01
2,2023-12,Savings,3972.17,10,397.22
2,2023-12,Taxes,3275.65,10,327.56
2,2024-01,Food,5740.01,10,574
2,2024-01,Housing,16449.45,10,1644.95
2,2024-01,Utilities,2716.16,10,271.62
2,2024-01,Transportation,1649.18,10,164.92
2,2024-01,Entertainment,1184.52,10,118.45
2,2024-01,Recurring Payments,2548.59,10,254.86
2,2024-01,Miscellaneous,631.49,10,63.15
2,2024-01,Healthcare,1272.41,10,127.24
2,2024-01,Savings,3645.15,10,364.51
2,2024-01,Taxes,3541.92,10,354.19
2,2024-02,Food,5176.36,10,517.64
2,2024-02,Housing,16449.45,10,1644.95
2,2024-02,Utilities,2262.73,10,226.27
2,2024-02,Transportation,1796.24,10,179.62
2,2024-02,Entertainment,1079.67,10,107.97
2,2024-02,Recurring Payments,2548.59,10,254.86
2,2024-02,Miscellaneous,704.85,10,70.48
2,2024-02,Healthcare,1261.14,10,126.11
2,2024-02,Savings,4060.66,10,406.07
2,2024-02,Taxes,3343.43,10,334.34
2,2024-03,Food,5581.6,10,558.16
